,movie,names,reviews
896,'Raj Cinema Hall - Chennai', ['SELVA KUMAR', 'A theater with a bad layout.  AC does not work.  There is no clean environment.  The bad smell is spreading all over the theater and there is a level of vomiting.  Mainly AC does not work at all. Very worst theatre  in chennai...But Ticket rate high level....'
897,'Raj Cinema Hall - Chennai', ['raaja chinna'," ""It's been renovated and tickets price is low"""
898,'Raj Cinema Hall - Chennai', ['Vignesh Kumar', '' '' '' 'Good theatre snacks are available good parking near to the railway stations and metro. Seats are good. Decent theater for family audience. …More'
899,'Raj Cinema Hall - Chennai', ['Sakthi magesh', 'This also very worst 😔 I booking in last week but this theater 😞😞'
900,'PVR Grand Galada Chennai', ['Balasubramanian P', 'Near by the GST road opposite to Chennai airport  walkable from metro or suburban railway station. Theatre is ok not so good or bad. Same old theme like all PVR cinemas AC is average Too many advertisement. Screen and sound seems to be …More'
901,'PVR Grand Galada Chennai', ['SaNjaY', '' '' '' '' '' '' 'PVR pallavaram' '' 'Good environment with decent theatrical experience for watching movies. …More'
902,'PVR Grand Galada Chennai', ['Dr Nadiah Maniraj', 'PVR GALADA... situated in GST road...quiet near to Airport... Spacious parking lot is there..they charged 100/- for car parking.. ambience is good.. seating is somewhat need maintenance as I started to itch....clean restroom.. screensound effects good..Ac is ok... Little more effects can be taken to restore it to good...'
903,'PVR Grand Galada Chennai', ['R. S Manian (Layman)', 'One of the good theatres to watch with family near Pallavaram. Screen 2 with DTS X sound provides an absolutely delightful movie experience. The only problem is small screens and no centre seats.'
904,'PVR Grand Galada Chennai', ['Ayush Singh'," '' '' '' '' '' ""Yeah one more branch of PVR. Their service is quite good and is a bit near to the railway station and bus stop make it easily accessible. However most of the times the show starts later than scheduled. Still they won't let go off the add. …More"""
905,'PVR Grand Galada Chennai', ['Rishi Boss', 'NEW' 'Good customer service. User friendly staff. Staff maintain the theatre and walking area very clean.'
906,'PVR Grand Galada Chennai', ['Nadana Ravishankar', 'A small theatre of around 190 seats with 5 screens. It’s located on the GST road and quite opposite of the airport but prices are high. The mall isn’t running now so only the theatre 50 rupees for bikes and 100 rupees for cars as well as for snacks. The place is well maintained and clean though the AC effects are somewhat low.'
907,'PVR Grand Galada Chennai', ['Balaji Gunasekaran', 'Dolby sound looks too good but only drawback is parking fees 50 Rs snacks rate is too high cant suitable for middle class people'
908,'PVR Grand Galada Chennai', ['Lokesh R', 'NEW' 'Parking is cozy minimum 20 min of Ads which are so annoying. Not a Fair thing to people coming to see a movie. Snacks as usual are expensive. Process being followed is good and theatre was clean and well maintained.'
909,'PVR Grand Galada Chennai', ['Krishna Kumar', 'NEW' 'PVR grand Galada don’t have much parking space for their seating capacity and movie schedules. Booked movie for 3.15pm show for 4(family) and I reached venue at 3.05pm I was stopped before the main gate for 15mins without any proper …More'
910,'PVR Grand Galada Chennai', ['Rajkumar V', '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'Pros:' '' 'The screening  seating  comfortable experience was good as usual other pvr. …More'
911,'PVR Grand Galada Chennai', ['Vinoth Kumar Ramachandran', 'a year ago' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'This PVR complex is located just near the Airport. After a long time we decided to go to the theater and of course we never went for a movie post Corana. Ambience was good and they are maintaining it very well. Screen interiors and …More'
912,'PVR Grand Galada Chennai', ['Aravindh Kumar', '' '' '' '' '' '' '' '' 'Very rude parking staff.' '' 'Everything in food court is expensive and not worthy. …More'
913,'PVR Grand Galada Chennai', ['Dilip Kumar Photography', 'Great location not so complex path to the movie hall (unlike multiplexes) you can just park your car and can get to your seats in 3 mins.  The seats were comfortable clean and the food menu was satisfactory.  It was slightly disappointing that there was no ATMOS sound system.  I watched in Audi5.'
914,'PVR Grand Galada Chennai', ['Ashok kumar', '2 weeks ago' 'NEW' 'Worst experience while watching a movie MI false alarm. Almost 6 to 8 min no one responded. In the audience everyone started moving out of the Audi 1 hall. Even for parking we have been waiting almost 15mins outside one GST road late at …More'
915,'PVR Grand Galada Chennai', ['sathish kumar', 'a year ago' '' '' '' '' '' '' '' '' '' '' '' 'One of good PVR cinemas at GST road Pallavaram grand galada' '' 'Ambience are good look and attractive …More'
916,'PVR Grand Galada Chennai', ['Ganesan S', 'PVR theater was good. Less the popcorn cost of 275/-!!! Sideways to the theater we have geetham restaurant. Food taste was excellent.'
917,'PVR Grand Galada Chennai', ['K G', '' '' 'Neat well maintained restrooms. Good screens and audio quality. But only negative is snacks corner here.. Over pricing and not worth for what they charge.. …More'
918,'PVR Grand Galada Chennai', ['Nisha'," '' '' '' ""Attitude of staff was so worst as if they own entire mall. No respect complete sarcasm in response we are not beggers we are paying for everything we are buying even if it's a movie ticket or snacks then why the hell such a bad behaviour …More"""
919,'PVR Grand Galada Chennai', ['chandru bs', 'Saw a movie. The experience over hear was nice ambience inside the place. Good theatrical experience. Seats are decent but needs to be renewed. Good amount of parking space.'
920,'PVR Grand Galada Chennai', ['Aswin ramesh', 'Nice mall and good entertainment place for family'
921,'PVR Grand Galada Chennai', ['Anandu Ramesh', '' '' '' '' '' '' '' 'I had gone there 2 times and those two times  actually I  felt very much  satisfied with the Theatre and the staff. Audio and Video quality is much appreciated... …More'
922,'PVR Grand Galada Chennai', ['Selvam M', 'Parking experience should be better. Cars were queued outside of mall for the cars from the previous show to move out. They should plan a minimum  1 hour gap between shows to avoid this else we should go 45 minutes before the start of the show during crowded days. Compared to other malls parking charges for car is 100rs which is less.'
923,'PVR Grand Galada Chennai', ['GK RADHAKRISHNAN', 'The Cinima hall is well maintained and very pleasant. Located near Airport and GST road it is easier to reach. Restaurant is adjacent to the cinema and food are good and prompt service is done'
924,'PVR Grand Galada Chennai', ['Khyati Rao', '4 years ago' 'Only multiplex for people in Tambaram. 5 stars to the movie experience I had clean and tidy place with a pleasant atmosphere. Restrooms are well maintained. Good parking space available for both 2 and 4 wheelers. Ticket prices are decent but food prices are too high for what they serve.'
925,'PVR Grand Galada Chennai', ['Sara Vanan', 'You have to see multiple ads and waste 15mins.' '' 'The 9AM show started at 9.15AM after enjoying all advertisements.'
926,'PVR Grand Galada Chennai', ['Sankar G', 'It was a nice experience whenever I visit Pallavaram PVR grand mall. It is one of the best theatre for me personally and I enjoy the movies which I watched there. I Love PVR movie experiences very much and thank you PVR for maintaining a clean and beautiful ambience.'
927,'PVR Grand Galada Chennai', ['krishna raj', 'The theatre is well maintained but the sound atmosphere in the movie hall is not that good to the point where you can hear people talking more clearly than the actual movie dialogues.. Went for a horror movie and people sitting around us …More'
928,'PVR Grand Galada Chennai', ['Swati CK', '' '' 'The worst car parking ever. If you are going for weekend shows especially in the evenings then there will be noone to guide you. The parking people donot even care how the other person can remove the car. …More'
929,'PVR Grand Galada Chennai', ['Aaqib Aiman'," '4 years ago' ""Best place to have foodchatice cream etc! Next to that we have cenima hall can enjoy there too rates are bit high..we can go with family& friend's.clean and neat place self service .it's near to airport ."""
930,'PVR Grand Galada Chennai', ['Kishore V A', 'The screen size was normal . The snacks rate are as usual high.'
931,'PVR Grand Galada Chennai', ['Sentamil Selvan', 'a year ago' 'A decent multiplex theatre with good service and ambience. Since this place was not taken over by PVR but was plnned and built by PVR group themself there was no compromise in service and quality which we can see in other theatres which was taken over by PVR around the city.'
932,'PVR Grand Galada Chennai', ['Sathish Kumar', 'The screens are good and audio is great as you can expect in most PVRs. This multiplex is not inside a mall so the parking charges are minimal Rs 50 for bikes and Rs 100 for cars. The price of eateries is the same. You have a restaurant …More'
933,'PVR Grand Galada Chennai', ['Ahamed N', 'NEW' 'The restrooms are very clean. Seats could be better. but overall a great experience. The sound effects are really good.'
934,'PVR Grand Galada Chennai', ['Mr JW', 'a year ago' '' '' '' '' '' '' '' '' '' '' '' 'Just opposite to Chennai International Airport ..!!' '' 'Mall is closed ..!! Only theatre is running ..!! …More'
935,'PVR Grand Galada Chennai', ['Navaneethakrishnan Subramaniam', '' 'AC cooling was less add played for 20min no covered car parking for 100rs parking fee seats are dirty and stinky chat itmes min ₹160 and other snacks are above ₹200 3D glasses with scratches. …More'
936,'PVR Grand Galada Chennai', ['Sita V S', 'The theatre is good. But the parking facility for 4 wheelers is pathetic. We had to wait on the road for nearly 40 mins before we got a slot for parking. Only when the previous show ends and the parking is cleared the next show parking is allowed. They have only a very limited facility. Would never opt for this place again'
937,'PVR Grand Galada Chennai', ['Sreeram R'," ""Worst experience. Flash was scheduled at 10.10pm but they started the show at 10.30. Sound was worse and worse to the core at audi 2. Its just blur. And hectic thing is person in tickets don't know whether its subtitled or not. He called …More"""
938,'PVR Grand Galada Chennai', ['Aashiq Ahmed'," '' ""A good multiplex pvr mall in pallavaram near to airport metro and tirusulam station. A well maintained restrooms. The only problem is while booking ticket they are not showing seating arrangements to select and they're booking on their own …More"""
939,'PVR Grand Galada Chennai', ['Hemanath Karthi', 'NEW' 'Nice 👏 experience with PvR pallavaram' 'Excellent dolby sound effect and seating also....' 'It is near Tirisulam station opposite to chennai airport'
940,'PVR Grand Galada Chennai', ['Anitha Rajendran', 'I have watched movie to day 15th April 2023 need to share feedback about my experience. Bike parking is Rs.50 which is very high. Movie timing is 3.30 PM but movie started at 3.50 PM till that we watched only advertisements. Snacks was …More'
941,'PVR Grand Galada Chennai', ['Darshan Bharath', 'NEW' 'Very worst experience…I’ve book in vr galada wrongly instead of vr Chennai they’re not giving proper respons if I ask for refund and not providing my money back with food…'
942,'PVR Grand Galada Chennai', ['Kiran Udayakumar', 'I personally liked the theatre experience over there and the seats were very comfortable. The only minus I felt was the price of the snacks provided there. I can understand the price of movie tickets but at least they should be some sort of price reduction in popcorn and other snack items.'
943,'PVR Grand Galada Chennai', ['Vinodh Kumar Manickavasagam', 'NEW' 'Not good as other malls. Small theatres but snacks are asusual very costly. Try Geetham downstairs instead of snacks inside PVR'
944,'PVR Grand Galada Chennai', ['kevin s'," ""It's a great place to be with friends and family as the cinema itself situated in the largest mall of the country. So there is lot you can do in and around. Sound system ambience everything is good. 9 screen. Not big but still you can …More"""
945,'PVR Grand Galada Chennai', ['Ragavan', 'Had strange experience.. Felt like AC was less or reduced down aft movie started also mosquito issues were there in screen no 2.... parking ppl were reluctant to give tokens though collect money... Had to insist for token'
946,'PVR Grand Galada Chennai', ['Angel Rubawathy', 'Dr.kowshiek  is a wonderful person he took care of my uncle surgery (CABG) in an efficient manner. He explained the surgery in a detailed manner and made sure my uncle is prepared for surgery mentally. Now my uncle is recovering well after the surgery. Thank you once again.'
947,'PVR Grand Galada Chennai', ['Bala Chandran', 'NEW' 'The theatre experience was good.. If there is waiting chair in the lobby it would be even fine'
948,'PVR Grand Galada Chennai', ['Sarath Kumar'," ""This place is good if u reach right on time for the movie  they don't have waiting lounge kindoff service ...and when we went they switched off the ac also  so it became very humid inside the theatre premises... Had to wait to get to the hall for ac in in this heat...."""
949,'PVR Grand Galada Chennai', ['KB A', 'Poorly maintained theatre.Seats are very very dirty we may get rashes or allergies due to this. Parking is limited not much cars can take . They put lot of advertisements and waste 15 minutes from the show time'
950,'PVR VR Chennai Anna Nagar', ['manikandan rajagopalan', 'Wow place...nice seating arrangements. Even first row will be bit far away from screen. I am surprised by the way the rest rooms are maintain...excellent job by house keeping guys. Well maintained seating and sound system is really …More'
951,'PVR VR Chennai Anna Nagar', ['kalyan kumar', '' '' 'My first experience I came to vr mall to see sardar on pvr XL screen. An unexpected fun happened where price movie was telecasted instead of Sardar😂😂😂. Then the movie was changed within few mins. Other than that it is a very big screen and …More'
952,'PVR VR Chennai Anna Nagar', ['swathi muthu', 'NEW' '' '' '' '' '' '' '' '' '' '' '' 'I recently went to watch the movie Openhemmer at PVR[XL] VR Mall and was blown away by the size of the screen. It was one of the biggest screens I had ever seen and the visual and sound quality was top-notch. I thoroughly enjoyed the movie …More'
953,'PVR VR Chennai Anna Nagar', ['sudhakar yuvan', 'Movie experience is good and pvr P(XL) is very big screen comparing with other screen and also having large capacity seating . Everything is good neat and clean and then coming to the food and beverage are over rates cost and taste is moderate overall rating is 2.5/5'
954,'PVR VR Chennai Anna Nagar', ['Easath Easath', 'It’s situated in VR Chennai Anna Nagar shopping complex third-floor .One of the best cinema theater in Chennai. 10 screens are there all are high luxury theaters. I went to one of the 3-D movie. I had a very good experience here. sound …More'
955,'PVR VR Chennai Anna Nagar', ['Mathi Sidyan', '' '' '' '' '' '' '' '' '' '' '' '' '' '• PVR located in VR Mall Koyembedu.' '• PVR located on the 3rd floor.' '• Escalators available at both ends of the mall. …More'
956,'PVR VR Chennai Anna Nagar', ['Sathish Kumar', 'This is i have seen ever best Mall in Chennai... And PVR Cinemas so good especially pxl screen ultimate 🔥 curved screen sound quality not bad but ok ... Interiors really awesome 😎 every weekends mall fully occupied....😇🙌🏼'
957,'PVR VR Chennai Anna Nagar', ['Aravindh kb', '' 'We went to fast X movie after 10 days from the release. The screen we went was Audi 5. The screen is medium sized. Audio quality is Good - Dolby Atmos. M row seats would be good for this screen. Theatre was very neat. They are cleaning …More'
958,'PVR VR Chennai Anna Nagar', ['Kishore Kumar', '' '' '' '' '' 'This PVR is located In Vr Chennai Mall. The is Only PVR In Chennai Where they use PXL Screen in One of the Screen The PXL Screen gives you large and wide format Screen size and Has a Surrounding sound 🔊 system with Dolby Atmos. This PVR is …More'
959,'PVR VR Chennai Anna Nagar', ['Hariprasad K', 'The best place to spend your time with your friends and families especially when u have an gf u can spend all day long there without boring. But if u have plans to have brunch lunch snacks Or dinner then never go there with less then …More'
960,'PVR VR Chennai Anna Nagar', ['Balram Reddy Madathala', 'NEW' 'Nice place to explore...with ur loved onces... shoppingfood & entertainment all in one place... especially kids play zone is awesome...kids will enjoy a lot...foodcourt u will enjoy beautiful view of our Chennai....❤️❤️❤️'
961,'PVR VR Chennai Anna Nagar', ['Hariom Meena', '8 months ago' 'One of the largest mall that I have visited so far it has all the national and international brands showroom of clothing and other accessories. It has fun zone for kids  also had food zone at top floor also movie hall with many screens. …More'
962,'PVR VR Chennai Anna Nagar', ['Krish', 'The sound and the visuals are really good. Ambience is nice. You can easily find it in the VR Mall on the third floor to the left straight ahead of the building once you go up through the escalator.'
963,'PVR VR Chennai Anna Nagar', ['Selvarathi Kandhaswamy', 'Yeah place to chill and watch ur favorite movie with ur seasoning popcorns which is bit costly.. but u will really enjoy the theatrical experience. They have biggest screen 1 i loved watching my fav marvel movies there...'
964,'PVR VR Chennai Anna Nagar', ['Gowtham S', 'NEW' '' '' '' '' '' '' '' '' '' '' '' '' '' 'PVR in VR is located on the top floor. PVR always maintains their standards of customer service seating service food and beverage. …More'
965,'PVR VR Chennai Anna Nagar', ['Azhagan S'," ""Excellent environment and good cinema experience. Well maintained. Gone to audi6 there won't be no much bass. Book the px_l screen for grand movies. Popcorn was good and don't hesitate to add seasonings."""
966,'PVR VR Chennai Anna Nagar', ['Gourab Tripathy', '8 months ago' 'Must to visit Cine complex.. Superb Ambience...PVR Mall is on the Third floor of VR Chennai Mall..U may book advance ticket both online N offline ar per availability..Compared to other PVR in chennai U would find it more beautiful..as is …More'
967,'PVR VR Chennai Anna Nagar', ['Suhail S', 'NEW' 'Extremely dirty. We were in their premium XL which was a disaster in quality and the cafe is below standard. You get better experience in other places'
968,'PVR VR Chennai Anna Nagar', ['Chaithu Chan', 'I like PVR Theatres ♥️😍 Total 10 Screens AUDI 1 Big Theatre Real 3D Experience 🕶️😎👌'
969,'PVR VR Chennai Anna Nagar', ['NIRANJAN C P'," 'NEW' '' '' '' ""I know it's gonna be good and absolutely I got it."" ""The reason why I would likely to prefer this compared to Imax (Obviously ticket rate would be half of the price) & never the less it's one of the best screen …More"""
970,'PVR VR Chennai Anna Nagar', ['Kadhir R', 'Situated in Anna nagar has lot of branded showrooms and has PVR cinema complex as well.  The  food court is big to accomodate more people. Kids funzone is also there'
971,'PVR VR Chennai Anna Nagar', ['Deva Narayanan', 'A luxurious movie theatre that offers a good movie experience.There are total of 10 screens out of which is a PXL screen . The comfort of the seats in the all screens can be improved and the quality of the sound can be improved as well. One …More'
972,'PVR VR Chennai Anna Nagar', ['suraj s', 'As the name mentions PVR ICON it is one of the best multiplex in chennai.' '' 'The PXL picture quality is great but the sound quality is not impressive overall a good experience.'
973,'PVR VR Chennai Anna Nagar', ['arun siddharth'," ""Theater experience is really satisfactory but not with the food they sale. Very expensive. 500ml of water is Rs.50. Now a days they don't even sell 1 lit. Before it was Rs.80 but now u r suppose to by two 500 ml which cost 100 🤬🤬🤬. Its better not to buy anything. Many times cost of food is greater than the theater show price."""
974,'PVR VR Chennai Anna Nagar', ['Ramabadhran K S'," 'Film freaks over there! The PVR XL is a must go theatre for you guys. The Atmos surrounding and the color rendition is like that stunning. In one word ""Extraordinary Fantastic Mind-blowing Sir!!!"".'"
975,'PVR VR Chennai Anna Nagar', ['Aneesha Anitha', 'Rate of snacks is increased to a  whole new level. Screening is always late. Otherwise fine. Need to improve in these areas.'
976,'PVR VR Chennai Anna Nagar', ['Lioness M', 'It was Unique experience..to know that this coffee shop has branches around the world... tasty and costly....just coffee and 1 cookie ...which i bought cost me nearly 300rs...but just for an experience...and to feel the feel of high end coffee shop...its best...'
977,'PVR VR Chennai Anna Nagar', ['FAMITHA BEGUM A BCA', 'This was amazing mall in chennai.I came with my collige for dada movie recently really nice deaigning interior light and all.I suggest eah and everyone who viewed this to go to this mall. You can find everything not only that movie u can …More'
978,'PVR VR Chennai Anna Nagar', ['Sujith Rocky', 'Theatre is quite bigger and really awesome with its sound effects .' 'I have watched 3D movie which is class and cool. PVR usually never disappoints you in anything . Also it comes with the Tastiest popcorn for the Popcorn lovers .'
979,'PVR VR Chennai Anna Nagar', ['Jaya', 'Good theatre with good ambience & comfortable seating but food is very very expensive as always in complex.'
980,'PVR VR Chennai Anna Nagar', ['Shaheed Ahmed', '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'Located inside one of the best malls in Chennai. With all your shopping a good place for a wonderful movie experience. …More'
981,'PVR VR Chennai Anna Nagar', ['Parthasarathy Babu', 'NEW' '' 'As all knows they are the best in movie experience but when it comes to snacks they are rocket high but they say they introduced 99 rs combo etc but that to 10-am to 6-pm and this combo will not be available on weekends and the unlimited …More'
982,'PVR VR Chennai Anna Nagar', ['Paul “Prakash” Pandian', '6 months ago' 'Good shopping mall with all branded shops. PVR Cinemas PXL Screen is good but Dolby Atmos sound Needs to be important only advantage is big screen(PXL). Nowadays most of the time technical glitch they stopped thunivu show due to technical …More'
983,'PVR VR Chennai Anna Nagar', ['Aishwarya Biradar', 'Enjoyed couple of movies.' 'popcorn 🍿 gets expensive as the movie is being publicised. Washrooms need to be cleaned up frequently. Overall good experience'
984,'PVR VR Chennai Anna Nagar', ['Thangamariappan K', '' '' '' '' '' '' '' 'Awesome.... awesome... awesome...' 'Super experience to view big screen...' 'Clean environment... …More'
985,'PVR VR Chennai Anna Nagar', ['YOUR PAGE', 'It was amazing cinema experience in VR PVR cinemas chennai.large screens.dolby sounds.superb reclining seating.i loved it.try and love it'
986,'PVR VR Chennai Anna Nagar', ['Rubyat Khan', '2 years ago' 'Oh you beauty! There are movie theatres and then there is pvc vr mall. What a grand entrance which is no less than five star hotel very instagramable and photoshootable. This place is a must visit for a couple of reasons number one the …More'
987,'PVR VR Chennai Anna Nagar', ['Kannan G', 'NEW' 'I watched Mission Impossible – Dead Reckoning Part One yesterday in PVR Screen 3 in VR Mall (Anna Nagar Chennai). Though the screen quality was great the sound was very bad. Extremely bright and very poor bass response. Was quite …More'
988,'PVR VR Chennai Anna Nagar', ['harsha bezawada'," ""The screen is superb. Biggest screen so far I've seen on my life. Theatre is awesome."" ""The only dissatisfaction is they didn't turned the air conditioner entire time. Only for 1 hour they put air conditioner."""
989,'PVR VR Chennai Anna Nagar', ['Viva', '6 months ago' 'Nice thearitical experience. Very clean and comfortable. Snack rates are high though good varieties are offered.' 'Movie must be experienced in P[XL] at PVR VR Chennai. Multiple screen choices available 🤷\u200d♂️'
990,'PVR VR Chennai Anna Nagar', ['rajeev vishwakarma', '' 'I often go this place. It is good and convenient in all aspects. Parking to entrance and exit. You will not forget where you have parked your vehicle. All shops are available and great place to eat. …More'
991,'PVR VR Chennai Anna Nagar', ['Basheer Ahmed', 'NEW' 'Worst movie theatre with very worst audio experience ever. Pvr pxl screen does not have overhead speakers for Dolby Atmos but still advertised as Atmos. The audio was very tinny and realistically speaking it sounded very much like a cheap …More'
992,'PVR VR Chennai Anna Nagar', ['AMIT BHAT', '2 months ago' 'Most beautiful PVR I have been is Anna Nagar PVR …'
993,'PVR VR Chennai Anna Nagar', ['Jey Anirudh'," ""There are many closed shops/under renovation shops no matter what month you visit. The mall doesn't feel alive unlike other malls like Express Avenue or Phoenix Mall. Every floor there's so many closed shops. There's no proper vibe going …More"""
994,'PVR VR Chennai Anna Nagar', ['Hemalatha Devadass'," ""Went to this place to watch magnum opus Ponniyin Selvan. Was excited for the experience and yes it didn't disappoint me. The sound and the screen was amazing and it did justice to the price paid. But had one discomfort because the seat was …More"""
995,'PVR VR Chennai Anna Nagar', ['Jegannath SPJ', '' '' '' '' '' '' '' '' '' '' 'Per tickets costs around 190..' 'If i book online it would be 220 .... Approx …More'
996,'PVR VR Chennai Anna Nagar', ['Siva Kumar'," ""Excellent place to bring in kids and shopping.. all in one place..cozy and we'll maintained"""
997,'PVR VR Chennai Anna Nagar', ['Spartan 97 (BIGSHOT)', 'PVR is one of the best and popcorn seasoning is one the main reason for it :p' '' 'Clean and well maintained and most comfortable seats   '
998,'PVR VR Chennai Anna Nagar', ['Venkatesh Damodharan', 'Food rates are very high & not even reasonable. Coffee priced at 160 is way too much. Ambience good with good screen. Seats can be improved. Should facilitate standard parking charges for movie watchers.'
999,'PVR VR Chennai Anna Nagar', ['Vaibhav Mallya', 'NEW' 'Its a massive theater with excellent Dolby speakers. Watched Oppenheimer here. The picture quality and sound came out very well.'
1000,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['sumathi ganapathy'," ""Average multiplex prices are too high only fit for elites liked the picture quality but sounds nd seats are not upto the mark nd there's no drinking water plant too hope they keep it for audiences."""
1001,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Rahul'," 'Great !! Ambience is good Food options are diverse. Kids will enjoy the place Be sure to catch them everytime they run. Funny thing is I ve seen close to 5 boards saying "" Mind your kids Don\'t leave them behind"" .'"
1002,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Kalpana Selvam', 'It is just a big complex not even bigger than the complexes we find in Nungambakkam. Very few shops were too small and the shop just ended as soon as we entered. There were few shops in that small food court we had a bread omelette and …More'
1003,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Yuva rajan R', 'Worst mall that I ever went. Poor maintenance. Unhygienic rest room. I think only for watching movie people are coming to this mall. No other entertainment in this mall. Very few games for kids. They are charging 100 rs in kids play area for 30 minutes. It is utterly waste. Revathi stores having better kids play area than this.'
1004,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Swarna Chandhran', 'Fun zone !!!! Really very un hygienic place nd 2 r 3 games only there to play small kids 1hour they charged 150/- but not worth.... Otherwise many stalls are closed...'
1005,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['ashok varma', 'Mall Maintenance is not good very less storesless crowd'
1006,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['MAX 2 YT'," 'NEW' ""It's good to just chill but to enjoy this is not the place of the theatre is the only best thing there  but gotta say the mall degraded since it opened"""
1007,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Aynes Angel', '' '' '' '' '' '' '' '' '' '' '' 'I dono how come 4.1 review from these many people..' '' 'Worst experience if we book 10 or 20 tickets together in a single go and if we …More'
1008,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['JAKKALA VENKATESWARLU', 'Was thriller to see à Mall in RedHills. Nice initiative. Branded Eateries and retail outlets coupled with Kids FunZone and PVR cinema complex....Exciting for an upcoming area..'
1009,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Sathya Narayanan', 'Located in the main road. Well designed and kept neat. Crowd is very less may be due to corona fear. KFC was flooded and nice was the dishes. All the best.'
1010,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['k.v.praveen kumar'," ""I had a very bad experience bcoz of the bouncers who don't have a professional approach rather behave like rowdy sheeters who are quite good at spoiling your movie experience. Skip the place if you want to enjoy your movie. Unprofessional conduct and idiots who run the management at this PVR"""
1011,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['vignesh t', 'Ok ish theater.ambience is good and everything is good but not a theatrical expirience.sound quality is worse low sound.' 'Picture quality is only 2k.and no dolby atmos' 'Only luxurious and snacks rate is high.'
1012,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Bharath Egan', 'Theatre is well maintained neat and clean . The sound effects are awesome and seating arrangement is also super. Overall good Theatrical experience for movie lover'
1013,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Mano J', '' '' '' 'Really disappointed. Booked a movie ticket in PVR and had come early to spend some time in the mall.' 'But there is nothing at all over here except for Trendz Dindugal Thalapakatti & …More'
1014,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Shobana Shobi'," ""It's really good to have a mall in redhills where u wouldn't be able to find many near this place  and also everything is quiet gud here before corona but now maintenance is not that gud like before"""
1015,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Sri Ram', 'NEW' 'Got a beautiful experience... parking space needs some improvement'
1016,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['ashwini naidu', 'Theater is really good but other mall experience is not up to the mark.washrooms and food court are not neat and hygienic.'
1017,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['akshai 065'," ""Theatre was so clean and sound system was so good one of the best theatres in Redhills Food was good also seating is okay it's not slidable seat which PVR in skywalk has so it provides just a little comfort."""
1018,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Bala G'," '4 months ago' '' '' '' '' '' '' '' '' '' '' '' ""It's Okish Multiplex Not Bad At All But Still it's only suitable for elites because cost of snacks on canteen will never suite for middle class audiences they charge a more money than any other pvr multiplexes in Chennai. …More"""
1019,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['NavaneethaKrishnan A', 'There are around 5 Screens. Wonderful ambience and well maintained theatre. The ticket counter is in 3rd floor.  Food counter had lot of options.'
1020,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Swetha Gattu'," ""Audi 3 is where I watched a film- Bakasuran. I'd say the screen is quite small and the seats were not so well maintained wrt the PVR Standard. I had a decent experience."""
1021,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Karthic Prabhu', 'NEW' 'PVR cinema theatre is really good but there is not much shop and if younare going to watch movie go for it. Otherwise no use to visit this location.'
1022,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Thiru malai', 'Its good place in redhills located in Glaxy mall . Good place  for movie lovers. Tickets  are available in bookmyshow and PVR websites parking rate is 40 to 50 rs for one movie. Snacks costs as usual high.but quality is good.'
1023,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Veera Thoughts for you Be Humanity'," 'Picture and clean wise best place. But' ""Bring water bottles with u.. Don't buy there... Worst no 1.. maybe bring it directly from Puzhal Lake. It cost 60Rs.. Full family affected by cold next day..."""
1024,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Krishna Vykuntham', 'Theatre is good well maintained the screen which I have watched a movie is bit small. Felt like watching at home in bigger TV.. overall decent experience'
1025,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Praveen Kumar'," '' '' '' ""The theatre is ok but the mall is terrible. It's not even a Mall. Just a derelict shell of what was once a mall. …More"""
1026,'PVR SKLS Galaxy Mall - Red Hills Chennai', ['Arun Balaji PM', 'Average place not bad but good play area for kids. Can enhance with more shops and food court can be better.'
